0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
554854,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/11b4aff5-e226-46ba-b7f9-7963e95b3d45,barcode-00241286,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens connata var. gracilipes,Fernald,Bidens,connata,var.,gracilipes,,,,n.var.,,,,M. L. Fernald & C. A. Weatherby,17608,1918-09-19,1918,9,19,262,,,,Sandy beach,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Barnstable County,Harwich,Seymour Pond,,,,,,,,,,,,,,,,,,,,,,2012-02-16 14:54:22,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:2ba243f4-4797-4338-bb99-c245221ef5be,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=554854
554856,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7f3b9791-c430-4be4-9cf4-88b153f342d8,barcode-00004125,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens connata var. gracilipes,Fernald,Bidens,connata,var.,gracilipes,,,,,,,0,M. L. Fernald & C. A. Weatherby,17608,1918-09-19,1918,9,19,262,,,,Sandy beach,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Barnstable County,Harwich,Seymour Pond,,,,,,,,,,,,,,,,,,,,,,2012-01-18 14:48:23,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:0e8a5ccd-ebc7-4fea-84be-3c630da98ac4,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=554856
555096,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5e21ebfb-9502-49be-90ff-458fdf0e7103,barcode-00004124,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens connata var. gracilipes,Fernald,Bidens,connata,var.,gracilipes,,,,,,,0,M. L. Fernald & C. A. Weatherby,17608,1918-09-19,1918,9,19,262,,,,Sandy beach,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Barnstable County,Harwich,Seymour Pond,,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:20:21,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:9743594a-6c63-4c6d-ad88-c2ba9084ed86,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=555096
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
776919,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/28442c37-5a7b-46c1-b644-e6d732db549a,00725954,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Pseudognaphalium micradenium,(Weath.) G.L. Nesom,Pseudognaphalium,micradenium,,,,,,,,,,M. L. Fernald; B. Long,17569,1918-09-04,1918,9,4,,,"September 4, 1918",,,,,,,,,,,,,,,,United States of America,Massachusetts,,,Barnstable Town,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:edceb276-18b6-4bbd-933c-3e8610d40c20,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=776919
776926,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/861aae88-9aea-46cb-9adb-2e3e34a1f2c4,00725963,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Pseudognaphalium micradenium,(Weath.) G.L. Nesom,Pseudognaphalium,micradenium,,,,,,,,,,M. L. Fernald; B. Long,17569,1918-09-04,1918,9,4,,,"September 4, 1918",,,,,,,,,,,,,,,,United States of America,Massachusetts,,,Barnstable Town,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:c42338ca-b2af-4016-8da7-aa3675c7b113,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=776926
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
96014,Yale Peabody Museum of Natural History,YU,urn:lsid:biocol.org:col:14791,PreservedSpecimen,urn:uuid:8e97eaad-d274-491f-90a5-c4da2721f761,YU.063330,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ionactis linariifolius,(L.) Greene,Ionactis,linariifolius,,,,,,,,,,Mary Frances Wilson Starmer,,1896-09-26,1896,9,26,270,,,,,,,,,,,,,,,,,,USA,Connecticut,Middlesex County,Portland,,,41.5988,-72.5891,WGS84,6105,,,,,,,,,,,,,,,,,2011-12-23 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:1bc9f02d-d29a-48ef-b3ad-4b9655dfa997,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=96014
119148,Yale Peabody Museum of Natural History,CBS,http://grbio.org/cool/x0m9-a3bs,PreservedSpecimen,urn:uuid:59b1d267-1eed-4c9f-83f5-c556025ac030,CBS.037349,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ionactis linariifolius,(L.) Greene,Ionactis,linariifolius,,,,,,,,,,Mary Frances Wilson Starmer,,1896-09-26,1896,9,26,270,,,,,,,,,,,,,,,,,,USA,Connecticut,Middlesex County,Portland,,,41.5988,-72.5891,WGS84,6105,,,,,,,,,,,,,,,,,2011-12-22 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:44b4e121-5e30-4e5b-9139-c219385ec174,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=119148
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
594933,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d4a9982f-4082-4634-8e69-e0ba5ebcfea1,00484906,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago rugosa,Mill.,Solidago,rugosa,,,,,,,,,,M. L. Fernald; W. C. Strong,,1896-08-13,1896,8,13,,,"Aug. 13, 1896",,,,,,,,,,,,,,,,United States of America,Maine,,,Dead River,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:531941fb-4cf7-487d-b055-3a5358ff63d5,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=594933
594935,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4480b2f2-c2e3-4296-86bb-fe680471a41c,00484908,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago rugosa,Mill.,Solidago,rugosa,,,,,,,,,,M. L. Fernald; W. C. Strong,451,1896-08-13,1896,8,13,,,"Aug 13, 1896",,,,,,,,,,,,,,,,United States of America,Maine,,,Dead River,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:85fd9f58-d384-4ae1-a7d5-fbbb4259d08c,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=594935
594936,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7e0150b9-f077-4475-90eb-b80956d7ded7,00484909,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago rugosa,Mill.,Solidago,rugosa,,,,,,,,,,M. L. Fernald; W. C. Strong,451,1896-08-13,1896,8,13,,,"Aug. 13, 1896",,,,,,,,,,,,,,,,United States of America,Maine,,,Dead River,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:220fceec-b810-4960-8b09-b5a14f8eb19c,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=594936
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
594935,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4480b2f2-c2e3-4296-86bb-fe680471a41c,00484908,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago rugosa,Mill.,Solidago,rugosa,,,,,,,,,,M. L. Fernald; W. C. Strong,451,1896-08-13,1896,8,13,,,"Aug 13, 1896",,,,,,,,,,,,,,,,United States of America,Maine,,,Dead River,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:85fd9f58-d384-4ae1-a7d5-fbbb4259d08c,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=594935
594933,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d4a9982f-4082-4634-8e69-e0ba5ebcfea1,00484906,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago rugosa,Mill.,Solidago,rugosa,,,,,,,,,,M. L. Fernald; W. C. Strong,,1896-08-13,1896,8,13,,,"Aug. 13, 1896",,,,,,,,,,,,,,,,United States of America,Maine,,,Dead River,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:531941fb-4cf7-487d-b055-3a5358ff63d5,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=594933
594934,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2a14c051-ecfb-4265-84fa-e01d74563643,00484907,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago rugosa,Mill.,Solidago,rugosa,,,,,,,,,,M. L. Fernald; W. C. Strong,451,1896-08-13,1896,8,13,,,"Aug. 13, 1896",,,,,,,,,,,,,,,,United States of America,Maine,,,Dead River,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:200cba43-5fd0-46b6-97c8-2c63abc3b8da,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=594934
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
603500,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/18682605-6ccd-4646-b4a5-72acb67f10a1,00502477,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Nabalus boottii,DC.,Nabalus,boottii,,,,,,,,,,M. L. Fernald; W. C. Strong,456,1896-08-17,1896,8,17,,,"Aug. 17, 1896",,,,,,,,,,,,,,,,United States of America,Maine,,,Mt. Bigelow,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:e0ae5b09-62db-42d0-a64b-793b4d15cce5,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=603500
603499,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/38c53044-ce65-42b6-969d-ceb06a378a5d,00502476,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Nabalus boottii,DC.,Nabalus,boottii,,,,,,,,,,M. L. Fernald; W. C. Strong,456,1896-08-17,1896,8,17,,,"Aug. 17, 1896",,,,,,,,,,,,,,,,United States of America,Maine,,,Mt. Bigelow,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3f3c9395-7a0e-46c2-ba15-1b471ccd57df,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=603499
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
776944,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/60e38844-aeb5-4a60-8466-de49a866ca42,00725980,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago leiocarpa,DC.,Solidago,leiocarpa,,,,,,,,,,M. L. Fernald; W. C. Strong,449,1896-08-17,1896,8,17,,,"Aug. 17, 1896",,,,,,,,,,,,,,,,United States of America,Maine,,,Mount Bigelow,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:fe2cc5a2-b200-4e7c-898c-4813a793317c,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=776944
776945,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7a517429-626a-4ae1-b6ec-10b644955c10,00725981,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago leiocarpa,DC.,Solidago,leiocarpa,,,,,,,,,,M. L. Fernald; W. C. Strong,449,1896-08-17,1896,8,17,,,"Aug. 17, 1896",,,,,,,,,,,,,,,,United States of America,Maine,,,Mount Bigelow,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:9afd9655-5871-4795-9e88-9af07bb50c1f,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=776945
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
600724,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/faca9469-b684-485c-b078-54036a651e33,00553152,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago bicolor,L.,Solidago,bicolor,,,,,,,,,,Geo. G. Kennedy; ,,1896-09-01,1896,9,1,,,Sept. 1. 1896,,,,,,,,,,,,,,,,United States of America,Vermont,,,Willoughby,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:44098b7e-735d-4c0d-a0a4-7a2becf99f1e,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=600724
600726,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/76fcac18-ac47-4e4f-b0d5-1a48600baa1f,00553154,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago bicolor,L.,Solidago,bicolor,,,,,,,,,,Geo. G. Kennedy; ,,1896-09-01,1896,9,1,,,1 Sept 1896,,,,,,,,,,,,,,,,United States of America,Vermont,,,Willoughby,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:70804210-c12a-402a-b497-90a9e55b1dc9,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=600726
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
609829,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4eb37ef2-3e84-484f-8c4e-d4594af02020,00359883,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Symphyotrichum patens,(Aiton) G.L. Nesom,Symphyotrichum,patens,,,,,,,,,,W. P. Rich; ,,1896-09-13,1896,9,13,,,Sept. 13-1896,,,,,,,,,,,,,,,,United States of America,Massachusetts,,,West Roxbury,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:ba964b5d-a7f2-4d85-a7ac-d6b72ea0eceb,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=609829
609831,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8c486699-9ec2-4205-b208-dc2d465f5aa1,00359881,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Symphyotrichum patens,(Aiton) G.L. Nesom,Symphyotrichum,patens,,,,,,,,,,W. P. Rich; ,,1896-09-13,1896,9,13,,,Sept. 13-1896,,,,,,,,,,,,,,,,United States of America,Massachusetts,,,West Roxbury,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:923dd36e-53c5-4951-b42f-fb3bc25aa7d7,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=609831
